X,Y,Z,Cost
243,274,463,43484
243,275,459,43328
243,275,460,42954
243,275,461,43014
243,275,462,43250
243,275,463,43486
243,276,460,43172
243,276,461,43254
X,Y,Z,Cost
271,366,428,43486
340,424,389,43382
340,424,390,43358
340,425,389,43474
340,425,390,43488
360,257,388,43476
360,257,389,43344
360,257,390,43428
360,258,388,43486
360,258,389,43334
360,258,390,43386
361,257,387,43494
361,257,388,43130
361,257,389,43014
361,257,390,43104
361,257,391,43396
361,258,388,43122
361,258,389,42984
361,258,390,43040
361,258,391,43294
361,259,389,43350
361,259,390,43380
362,257,387,43288
362,257,388,42946
362,257,389,42838
362,257,390,42916
362,257,391,43194
362,258,387,43300
362,258,388,42934
362,258,389,42802
362,258,390,42846
362,258,391,43086
362,259,388,43318
362,259,389,43162
362,259,390,43180
363,257,386,43500
363,257,387,43270
363,257,388,42930
363,257,389,42812
363,257,390,42864
363,257,391,43116
363,258,386,43494
363,258,387,43266
363,258,388,42904
363,258,389,42762
363,258,390,42782
363,258,391,42996
363,259,388,43272
363,259,389,43108
364,257,387,43372
364,257,388,43020
364,257,389,42890
364,257,390,42910
364,257,391,43134
364,258,387,43368
364,258,388,42996
364,258,389,42844
364,258,390,42834
364,258,391,43284
364,259,388,43362
365,257,388,43194
365,257,389,43046
365,257,390,43024
365,257,391,43218
365,258,388,43178
365,258,389,43010
365,258,390,43116
366,257,388,43496
366,257,389,43324
366,257,390,43260
366,257,391,43478
366,258,388,43476
366,258,389,43430
374,444,404,43496
374,444,405,43380
374,445,404,43432
374,445,405,43358
375,443,404,43256
375,443,405,43150
375,443,406,43314
375,444,404,42990
375,444,405,42910
375,444,406,43106
375,445,405,43438
375,445,406,43186
376,442,404,43338
376,442,405,43244
376,442,406,43414
376,443,404,43182
376,443,405,42840
376,443,406,43038
376,444,405,43212
376,444,406,42946
376,444,407,43352
377,442,405,43402
377,442,406,43214
377,443,406,43256
377,443,407,43312
436,270,462,43438
436,271,461,43224
437,269,462,43174
437,269,463,43404
437,270,461,42894
437,270,462,42652
437,271,460,43084
437,271,461,42366
437,271,462,43190
437,272,460,42650
437,272,461,43322
438,268,463,43354
438,269,462,42614
438,269,463,42694
438,270,460,43454
438,270,461,42286
438,270,462,41880
438,270,463,42958
438,271,460,42426
438,271,461,41518
438,271,462,42340
438,271,463,43380
438,272,459,43162
438,272,460,41802
438,272,461,42386
438,272,462,43170
438,273,459,42900
438,273,460,42952
439,268,463,43066
439,268,464,43178
439,269,461,43286
439,269,462,42276
439,269,463,42020
439,269,464,43342
439,270,460,43058
439,270,461,41896
439,270,462,41148
439,270,463,42208
439,270,464,43488
439,271,459,43288
439,271,460,41978
439,271,461,40776
439,271,462,41518
439,271,463,42544
439,272,459,42646
439,272,460,41296
439,272,461,41466
439,272,462,42246
439,272,463,43222
439,273,459,42330
439,273,460,41922
439,273,461,42564
439,273,462,43286
439,274,459,42652
439,274,460,43284
440,268,463,43002
440,268,464,42570
440,269,461,43164
440,269,462,42158
440,269,463,41376
440,269,464,42662
440,270,460,42880
440,270,461,41724
440,270,462,40686
440,270,463,41490
440,270,464,42734
440,271,459,43042
440,271,460,41740
440,271,461,40546
440,271,462,40720
440,271,463,41728
440,271,464,42922
440,272,459,42334
440,272,460,40994
440,272,461,40576
440,272,462,41336
440,272,463,42296
440,272,464,43434
440,273,458,43430
440,273,459,41956
440,273,460,40936
440,273,461,41564
440,273,462,42268
440,273,463,43164
440,274,458,43382
440,274,459,41896
440,274,460,42198
440,274,461,42790
440,274,462,43424
440,275,459,43076
441,268,463,43286
441,268,464,42716
441,269,461,43390
441,269,462,42388
441,269,463,41586
441,269,464,42250
441,270,460,43044
441,270,461,41894
441,270,462,40862
441,270,463,41022
441,270,464,42234
441,271,459,43138
441,271,460,41842
441,271,461,40656
441,271,462,40176
441,271,463,41162
441,271,464,42326
441,272,459,42364
441,272,460,41030
441,272,461,39948
441,272,462,40688
441,272,463,41630
441,272,464,42740
441,273,458,43388
441,273,459,41920
441,273,460,40552
441,273,461,40812
441,273,462,41500
441,273,463,42380
441,273,464,43422
441,274,458,43280
441,274,459,41800
441,274,460,41348
441,274,461,41920
441,274,462,42540
441,274,463,43340
441,275,459,42150
441,275,460,42722
441,275,461,43250
441,276,459,43460
442,268,464,43240
442,268,465,43432
442,269,462,42884
442,269,463,42082
442,269,464,42068
442,269,465,43350
442,270,460,43482
442,270,461,42336
442,270,462,41310
442,270,463,40798
442,270,464,41978
442,270,465,43208
442,271,460,42228
442,271,461,41048
442,271,462,39994
442,271,463,40860
442,271,464,41994
442,271,465,43178
442,272,459,42686
442,272,460,41358
442,272,461,40140
442,272,462,40312
442,272,463,41230
442,272,464,42312
442,272,465,43444
442,273,459,42180
442,273,460,40818
442,273,461,40334
442,273,462,41004
442,273,463,41864
442,273,464,42882
442,274,458,43474
442,274,459,42000
442,274,460,40780
442,274,461,41332
442,274,462,41936
442,274,463,42718
442,275,459,42220
442,275,460,42050
442,275,461,42558
442,275,462,43106
442,276,459,42716
442,276,460,43224
443,269,463,42780
443,269,464,42164
443,269,465,43292
443,270,461,42982
443,270,462,41962
443,270,463,41134
443,270,464,41888
443,270,465,43084
443,271,460,42816
443,271,461,41642
443,271,462,40596
443,271,463,40726
443,271,464,41826
443,271,465,42978
443,272,459,43212
443,272,460,41888
443,272,461,40678
443,272,462,40106
443,272,463,40996
443,272,464,42048
443,272,465,43150
443,273,459,42642
443,273,460,41284
443,273,461,40048
443,273,462,40696
443,273,463,41534
443,273,464,42526
443,274,459,42394
443,274,460,41026
443,274,461,40940
443,274,462,41528
443,274,463,42292
443,274,464,43212
443,275,459,42550
443,275,460,41576
443,275,461,42062
443,275,462,42598
443,275,463,43284
443,276,459,42934
443,276,460,42650
443,276,461,43086
443,277,459,43406
443,277,460,43412
443,283,462,43498
443,284,463,43402
443,285,464,43472
444,269,464,43064
444,269,465,43322
444,270,462,42820
444,270,463,41996
444,270,464,41880
444,270,465,43036
444,271,461,42438
444,271,462,41402
444,271,463,40670
444,271,464,41734
444,271,465,42850
444,272,460,42612
444,272,461,41410
444,272,462,40344
444,272,463,40858
444,272,464,41878
444,272,465,42948
444,273,459,43290
444,273,460,41936
444,273,461,40696
444,273,462,40484
444,273,463,41302
444,273,464,42266
444,273,465,43278
444,274,459,42972
444,274,460,41608
444,274,461,40642
444,274,462,41218
444,274,463,41968
444,274,464,42866
444,275,459,43058
444,275,460,41690
444,275,461,41666
444,275,462,42196
444,275,463,42874
444,276,459,43376
444,276,460,42176
444,276,461,42596
444,276,462,43070
444,277,460,42852
444,277,461,43230
444,278,460,43270
444,279,460,43452
444,281,461,43318
444,281,462,43472
444,282,462,43032
444,282,463,43334
444,283,463,42854
444,283,464,43226
444,284,464,42832
444,284,465,43168
444,285,465,43036
444,285,466,43244
445,270,463,42982
445,270,464,42334
445,270,465,43016
445,271,461,43346
445,271,462,42326
445,271,463,41490
445,271,464,41664
445,271,465,42746
445,272,460,43442
445,272,461,42254
445,272,462,41208
445,272,463,40736
445,272,464,41722
445,272,465,42760
445,273,460,42692
445,273,461,41470
445,273,462,40394
445,273,463,41094
445,273,464,42026
445,273,465,43010
445,274,460,42288
445,274,461,41056
445,274,462,40942
445,274,463,41678
445,274,464,42550
445,274,465,43468
445,275,460,42300
445,275,461,41304
445,275,462,41834
445,275,463,42506
445,275,464,43302
445,276,460,42560
445,276,461,42148
445,276,462,42628
445,276,463,43236
445,277,460,42928
445,277,461,42708
445,277,462,43140
445,278,460,43366
445,278,461,43012
445,278,462,43398
445,279,461,43062
445,279,462,43408
445,280,461,43142
445,280,462,43166
445,281,462,42730
445,281,463,43110
445,282,462,43268
445,282,463,42586
445,282,464,43040
445,283,463,43082
445,283,464,42482
445,283,465,42910
445,283,466,43436
445,284,464,43216
445,284,465,42558
445,284,466,42898
445,284,467,43424
445,285,466,43232
445,285,467,43094
445,285,468,43460
446,270,464,43430
446,270,465,43126
446,271,462,43368
446,271,463,42544
446,271,464,41882
446,271,465,42784
446,272,461,43220
446,272,462,42194
446,272,463,41356
446,272,464,41706
446,272,465,42716
446,273,461,42374
446,273,462,41322
446,273,463,41028
446,273,464,41936
446,273,465,42896
446,274,460,43094
446,274,461,41890
446,274,462,40828
446,274,463,41546
446,274,464,42398
446,274,465,43296
446,275,460,43046
446,275,461,41842
446,275,462,41650
446,275,463,42314
446,275,464,43098
446,276,460,43254
446,276,461,42046
446,276,462,42380
446,276,463,42990
446,277,461,42384
446,277,462,42830
446,277,463,43394
446,278,461,42758
446,278,462,43028
446,279,461,43232
446,279,462,42988
446,279,463,43470
446,280,462,42694
446,280,463,43136
446,281,462,43186
446,281,463,42608
446,281,464,43140
446,282,463,42926
446,282,464,42530
446,282,465,43044
446,283,464,42934
446,283,465,42402
446,283,466,42956
446,284,465,43270
446,284,466,42948
446,284,467,42962
447,271,464,43096
447,271,465,42970
447,272,462,43314
447,272,463,42506
447,272,464,41862
447,272,465,42840
447,273,461,43410
447,273,462,42396
447,273,463,41574
447,273,464,41990
447,273,465,42958
447,274,461,42870
447,274,462,41844
447,274,463,41554
447,274,464,42400
447,274,465,43310
447,275,461,42754
447,275,462,41732
447,275,463,42266
447,275,464,43048
447,276,461,42884
447,276,462,42238
447,276,463,42860
447,277,461,43144
447,277,462,42614
447,277,463,43194
447,278,461,43490
447,278,462,42752
447,278,463,43290
447,279,462,42896
447,279,463,43156
447,280,462,43342
447,280,463,42778
447,280,464,43370
447,281,463,43006
447,281,464,42766
447,281,465,43362
447,282,464,42932
447,282,465,42668
447,282,466,43308
447,283,465,43144
447,283,466,42912
447,283,467,43218
448,272,464,43160
448,272,465,43056
448,273,463,42796
448,273,464,42194
448,273,465,43124
448,274,462,42952
448,274,463,42176
448,274,464,42490
448,274,465,43412
448,275,462,42766
448,275,463,42272
448,275,464,43072
448,276,462,42840
448,276,463,42804
448,277,462,43052
448,277,463,43078
448,278,462,43338
448,278,463,43110
448,279,463,42932
448,280,463,43334
448,280,464,43110
448,281,464,43194
448,281,465,43084
448,282,465,43322
448,282,466,43174
449,273,465,43346
449,274,463,43476
449,274,464,42928
449,275,463,43246
449,275,464,43184
449,276,463,43274
449,277,463,43442
449,279,464,43472
